researcher_id,openalex_id,orcid,full_name,name_variants,openalex_profile_url,identity_status,identity_confidence,identity_match_method,institution_id,institution_name_raw,institution_name_normalized,institution_country_code,institution_type,publication_count,works_count_source,citation_count,h_index,first_publication_year,latest_publication_year,career_span_years,publications_last_3y,publications_last_5y,avg_citations_per_work,publication_cagr_3y,spatial_transcriptomics_flag,spatial_transcriptomics_count,single_cell_flag,single_cell_count,visium_flag,visium_count,xenium_flag,xenium_count,merfish_flag,merfish_count,slide_seq_flag,slide_seq_count,atac_seq_flag,atac_seq_count,multiome_flag,multiome_count,ngs_flag,technology_diversity_count,technology_recency_year,unique_coauthor_count,institution_collaboration_count,primary_source,evidence_count,feature_completeness_rate,record_quality_score,collection_run_id,pipeline_version,ontology_version,feature_dictionary_version,collected_at,validation_issue_count,warning_count
A5000694290,A5000694290,0000-0002-6943-5948,Yeun‐Jun Chung,Chung Yeun-Jun|Y Chung|Y J Chung|Y. J. Chung|Y.-J. Chung|Y.J. Chung|YEUN-JUN CHUNG|Yeun-Jun Chung|Yeun‐Jun Chung|Yeun–Jun Chung,https://openalex.org/A5000694290,verified,1.0,provided_openalex_id,I87111246,Catholic University of Korea,Catholic University of Korea,KR,education,282,OpenAlex,4972,39,1996,2026,31,30,85,17.6312,-0.5775,1,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2026,887,253,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5000858768,A5000858768,0000-0002-6699-5202,Ji‐Hye Park,"J. Park|J.-H. Park|J.‐H. Park|JI-HYE PARK|Ji Hye Park|Ji-Hye PARK|Ji-Hye Park|Ji-hye Park|Jihye Park|Ji‐Hye PARK|Ji‐Hye Park|Park, J.-H.|Park, Ji Hye|Park, Ji-Hye",https://openalex.org/A5000858768,verified,1.0,provided_openalex_id,I2802194831,Samsung Medical Center,Samsung Medical Center,KR,healthcare,612,OpenAlex,8026,46,1998,2026,29,67,130,13.1144,-0.1728,1,5,1,16,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2025,1655,288,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5000867275,A5000867275,0009-0006-3045-5657,Hae Seul Lee,H Lee|Hae Seul Lee,https://openalex.org/A5000867275,verified,1.0,provided_openalex_id,I4210149111,Pusan National University Yangsan Hospital,Pusan National University Yangsan Hospital,KR,healthcare,6,OpenAlex,70,3,2011,2026,16,5,5,11.6667,5.0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2024,61,17,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5001441680,A5001441680,0000-0003-0820-6233,Ji Young Mun,"J Y Mun|Ji Mun|Ji Young MUN|Ji Young Mun|Jimin Mun|Ji Young Mun|Ji Young Mun|Mun, Ji Young",https://openalex.org/A5001441680,verified,1.0,provided_openalex_id,I4210155455,Korea Brain Research Institute,Korea Brain Research Institute,KR,facility,156,OpenAlex,4993,36,2000,2026,27,25,46,32.0064,-0.2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2017,773,216,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5001973152,A5001973152,0000-0002-4634-5974,Yoori Choi,"Choi, Yoori|Y Choi|Y. B. Choi|Y. Choi|Yoori Choi",https://openalex.org/A5001973152,verified,1.0,provided_openalex_id,I118373667,Seoul National University of Science and Technology,Seoul National University of Science and Technology,KR,education,61,OpenAlex,1234,16,1991,2026,36,14,28,20.2295,-0.2222,1,13,1,4,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2024,193,61,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5003517879,A5003517879,0000-0001-5800-8038,Young‐Koo Jee,Y Jee|Y K Jee|Y K. Jee|Y-K. Jee|Y. Jee|Y. K. JEE|Y. K. Jee|Y.-K. Jee|Y.K. Jee|Y.‐K. Jee|Young Jee|Young Koo Jee|Young-Koo Jee|Youngkoo Jee|Young‐Koo Jee|Yung-Koo Jee,https://openalex.org/A5003517879,verified,1.0,provided_openalex_id,I89015989,Dankook University,Dankook University,KR,education,192,OpenAlex,5567,37,1990,2025,36,4,10,28.9948,-0.4286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2019,832,199,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5004152384,A5004152384,0000-0002-3974-1290,Joonho Shim,J. H. Shim|J.-H Shim|J.-H. SHIM|J.-H. Shim|J.H. Shim|JOON HO SHIM|Joon Ho Shim|Joon-Ho Shim|Joonho Shim|Joonho shim,https://openalex.org/A5004152384,verified,1.0,provided_openalex_id,I240707841,Instituto Benjamin Constant,Instituto Benjamin Constant,BR,government,102,OpenAlex,1373,21,2002,2026,25,20,46,13.4608,-0.3548,1,8,1,19,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2026,379,68,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5004427808,A5004427808,0000-0001-9447-7579,Taeyun Ku,"Ku, Taeyun|T. C. Ku|T.S. Ku|Taeyun Ku",https://openalex.org/A5004427808,verified,1.0,provided_openalex_id,I157485424,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,KR,education,56,OpenAlex,3513,20,1961,2026,66,12,20,62.7321,0.0909,1,5,1,4,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2024,316,82,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5005712891,A5005712891,0000-0002-7101-0236,Jang Hoon Lee,JANG H. LEE|JANG HOON LEE|JANG-HOON LEE|Jang H. Lee|Jang Hoon Lee|Jang hoon Lee|Jang-Hoon LEE|Jang-Hoon Lee|Jang-hoon Lee|Jang Hoon Lee|Jang‐Hoon LEE,https://openalex.org/A5005712891,verified,1.0,provided_openalex_id,I2801673063,Kyungpook National University Hospital,Kyungpook National University Hospital,KR,healthcare,306,OpenAlex,3125,30,1986,2026,41,24,61,10.2124,-0.5472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2025,827,166,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5006671739,A5006671739,,Rosalind H. Lee,Rosalind H Lee|Rosalind H. Lee,https://openalex.org/A5006671739,verified,1.0,provided_openalex_id,I39534123,Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology,KR,education,3,OpenAlex,99,2,2023,2026,4,2,3,33.0,1.0,1,5,1,7,0,0,0,0,0,0,0,0,1,1,1,2,0,4,2026,21,8,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5007465704,A5007465704,0000-0003-1908-0824,Hae Ryoun Park,"C. Park|ChaeWon Park|H R Park|H. R. Park|H.R. Park|H.‐R. Park|HAE RYOUN PARK|Hae Park|Hae R. Park|Hae Ryon Park|Hae Ryoun Park|Hae-Ryoun Park|HaeRyoun Park|Haeryoun Park|Hae‐Ryoun Park|Park, Hae|Park, Hae Ryoun",https://openalex.org/A5007465704,verified,1.0,provided_openalex_id,I4921948,Pusan National University,Pusan National University,KR,education,165,OpenAlex,2808,29,1995,2026,32,27,56,17.0182,-0.3077,1,2,1,14,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2026,441,73,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5008352862,A5008352862,0000-0001-6325-3548,In Hye Song,I H Song|I.-H. Song|I.H. Song|IN HYE SONG|In Hye Song|In-Ho Song|In-Hye Song|In‐Hye Song,https://openalex.org/A5008352862,verified,1.0,provided_openalex_id,I116631150,Ulsan College,Ulsan College,KR,education,127,OpenAlex,3053,30,2006,2026,21,40,50,24.0394,1.0,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2024,523,155,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5009259352,A5009259352,0000-0002-6575-8870,Jamshid Abdul‐Ghafar,J. Abdul-Ghafar|JAMSHID ABDUL-GHAFAR|Jamshid Abdul-Ghafar|Jamshid Abdul-ghafar|Jamshid Abdul‐Ghafar,https://openalex.org/A5009259352,verified,1.0,provided_openalex_id,I3130921879,Kabul Medical University,Kabul Medical University,AF,education,110,OpenAlex,1640,22,2010,2026,17,38,63,14.9091,-0.1739,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2026,246,65,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5009706510,A5009706510,0000-0002-5846-6087,Muhammad Joan Ailia,M. J. Ailia|Muhammad Joan Ailia,https://openalex.org/A5009706510,verified,1.0,provided_openalex_id,I4921948,Pusan National University,Pusan National University,KR,education,7,OpenAlex,122,6,2017,2023,7,0,5,17.4286,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,17,6,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5011174551,A5011174551,,Eunmin Kim,"Eunmin Kim|Kim, Eunmin|Kyounghee Lim",https://openalex.org/A5011174551,verified,1.0,provided_openalex_id,I193775966,Yonsei University,Yonsei University,KR,education,33,OpenAlex,758,13,2004,2026,23,11,19,22.9697,0.0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2022,231,68,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5011272746,A5011272746,0000-0001-7388-2989,Yun‐Gon Kim,Young Hwan Kim|Yun-Gon Kim|Yun‐Gon Kim,https://openalex.org/A5011272746,verified,1.0,provided_openalex_id,I141371507,Soongsil University,Soongsil University,KR,education,190,OpenAlex,7062,40,1995,2026,32,10,26,37.1684,-0.6875,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2020,462,112,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5011818793,A5011818793,0000-0002-3995-355X,Jin Roh,"J. Kyung Roh|JIN ROH|Jin Kyung Roh|Jin Roh|Roh Jin|Roh, Jin|Roh, Jin Kyung",https://openalex.org/A5011818793,verified,1.0,provided_openalex_id,I116631150,Ulsan College,Ulsan College,KR,education,103,OpenAlex,2030,22,2007,2026,20,20,36,19.7087,-0.2593,1,5,1,7,1,1,0,0,0,0,0,0,0,0,0,0,1,4,2026,457,81,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5011844783,A5011844783,0000-0002-5073-3451,Jeongbin Park,Jeong-Bin Park|Jeongbin Park,https://openalex.org/A5011844783,verified,1.0,provided_openalex_id,I139264467,Seoul National University,Seoul National University,KR,education,29,OpenAlex,185,7,2020,2025,6,16,26,6.3793,0.4545,1,38,1,16,1,5,0,0,0,0,0,0,0,0,0,0,0,3,2025,98,35,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5012763936,A5012763936,0000-0002-7202-5093,Pratyush Kumar Mishra,P.K. Mishra|Pratryush Kumar Mishra|Pratyush Kumar Mishra,https://openalex.org/A5012763936,verified,1.0,provided_openalex_id,I139264467,Seoul National University,Seoul National University,KR,education,16,OpenAlex,423,10,1996,2025,30,3,7,26.4375,-0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51,20,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5013823921,A5013823921,0000-0002-4691-8875,Yi Sun Choi,Yi Sun Choi,https://openalex.org/A5013823921,verified,1.0,provided_openalex_id,I193775966,Yonsei University,Yonsei University,KR,education,26,OpenAlex,1551,16,2017,2024,8,3,8,59.6538,-0.7692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,100,35,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5014147627,A5014147627,0000-0003-3794-1149,Junho K. Hur,"Hur, Junho K.|J. Hur|J.K. Hur|JUNHO K. HUR|Junho  K. Hur|Junho HUR|Junho Hur|Junho K Hur|Junho K. Hur|Junho K. Hur",https://openalex.org/A5014147627,verified,1.0,provided_openalex_id,I4575257,Hanyang University,Hanyang University,KR,education,122,OpenAlex,3448,29,2000,2026,27,52,74,28.2623,0.8571,1,5,1,7,0,0,0,0,0,0,0,0,1,1,1,1,1,5,2026,501,124,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5014354862,A5014354862,0000-0002-6542-6526,Dagyeong Lee,Dagyeong Lee,https://openalex.org/A5014354862,verified,1.0,provided_openalex_id,I16764540,University of Suwon,University of Suwon,KR,education,15,OpenAlex,418,9,2019,2025,7,7,12,27.8667,0.1667,1,6,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2024,72,33,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5015062816,A5015062816,0000-0003-2539-7836,Hyunsu An,"An, Hyunsu|Hyun-Su An|Hyunsu An",https://openalex.org/A5015062816,verified,1.0,provided_openalex_id,I39534123,Gwangju Institute of Science and Technology,Gwangju Institute of Science and Technology,KR,education,20,OpenAlex,645,6,2020,2025,6,12,18,32.25,0.7143,0,0,1,27,0,0,0,0,0,0,0,0,0,0,1,7,0,2,2025,68,18,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5016008254,A5016008254,0000-0003-1281-7002,Christian Macks,Christian Macks|Christian P. Macks,https://openalex.org/A5016008254,verified,1.0,provided_openalex_id,I157485424,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,KR,education,12,OpenAlex,377,8,2016,2025,10,1,5,31.4167,-0.75,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2023,38,15,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5016338335,A5016338335,0000-0002-8837-1898,Soohwan An,Soohwan An,https://openalex.org/A5016338335,verified,1.0,provided_openalex_id,I1283280774,Brigham and Women's Hospital,Brigham and Women's Hospital,US,healthcare,35,OpenAlex,1472,18,2017,2026,10,13,27,42.0571,-0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,145,54,OpenAlex,70,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5017051670,A5017051670,0000-0003-3456-8705,Kiyuk Chang,"Chang, K.|K Y Chang|K. Chang|K. Y. Chang|K.Y. Chang|KIYUK CHANG|Ki-Yuk Chang|Ki-yuk Chang|Kiyuk Chang|Kiyuk chang",https://openalex.org/A5017051670,verified,1.0,provided_openalex_id,I4210160144,The Catholic University of Korea Seoul St. Mary's Hospital,The Catholic University of Korea Seoul St. Mary's Hospital,KR,healthcare,400,OpenAlex,9494,40,1999,2026,28,51,133,23.735,-0.5405,1,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2023,1456,361,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5017735770,A5017735770,0000-0002-5435-5363,Hoon Hur,H Hur|H. Hur|HOON HUR|HOON HUR2|Hoon Hur|Hur H|Hur Hoon,https://openalex.org/A5017735770,verified,1.0,provided_openalex_id,I57664883,Ajou University,Ajou University,KR,education,318,OpenAlex,6171,44,1985,2026,42,45,135,19.4057,-0.5631,1,7,1,15,1,2,0,0,0,0,0,0,0,0,1,1,0,4,2025,736,203,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5018869966,A5018869966,0000-0002-7452-9615,Sin‐Hee Park,"Park, SH|SIN-HEE PARK|Sin-Hee Park|Sin‐Hee Park",https://openalex.org/A5018869966,verified,1.0,provided_openalex_id,,,,,,43,OpenAlex,1362,18,2003,2024,22,1,10,31.6744,-0.9167,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2022,171,35,OpenAlex,65,0.8,92.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,1,1
A5019811423,A5019811423,0000-0002-7317-092X,Kisung Nam,"K. W. Nam|Kisung Nam|Nam, Kisung",https://openalex.org/A5019811423,verified,1.0,provided_openalex_id,I139264467,Seoul National University,Seoul National University,KR,education,27,OpenAlex,667,8,2020,2026,7,14,25,24.7037,0.1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,348,150,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5019834339,A5019834339,0000-0003-3797-4776,Sohee Park,"Park, S.|Park, So-Hee;Woo, Jong-Jung;Bae, Jong-Min;Jun, Yong-Kee;|Park, Sohee|S Park|S. Park|S., Park|So-Hee Park|SoHee Park|Sohee Park|So‐Hee Park|So－Hee Park",https://openalex.org/A5019834339,verified,1.0,provided_openalex_id,I141371507,Soongsil University,Soongsil University,KR,education,375,OpenAlex,15401,64,1992,2026,35,34,61,41.0693,-0.1905,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2024,862,281,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5020003410,A5020003410,0000-0003-2409-1130,Jiwon Shim,J Shim|Ji-Won Shim|Jiwon Shim,https://openalex.org/A5020003410,verified,1.0,provided_openalex_id,I163753206,Chungbuk National University,Chungbuk National University,KR,education,85,OpenAlex,2488,20,2004,2026,23,26,50,29.2706,-0.037,0,0,1,82,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2025,207,100,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5020433927,A5020433927,0000-0002-7981-5573,Suran Kim,"Kim Suran|Kim, Suran|S. Kim|SuRan Kim|Suran KIM|Suran Kim|Suran 김수란Kim|suran Kim",https://openalex.org/A5020433927,verified,1.0,provided_openalex_id,I193775966,Yonsei University,Yonsei University,KR,education,51,OpenAlex,1402,17,2012,2025,14,7,13,27.4902,-0.3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,130,43,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5022448366,A5022448366,0000-0002-2854-1568,Sung‐Hyun Jo,"Jo Sung-Hyun|Jo, Sung Ho|S. H. Jo|Seungjae Jo|Sung Ho Jo|Sung-Hyun Jo|Sung-Hyun 조성현Jo|Sung‐Hyun Jo",https://openalex.org/A5022448366,verified,1.0,provided_openalex_id,I141371507,Soongsil University,Soongsil University,KR,education,96,OpenAlex,2853,16,1960,2025,66,5,16,29.7188,-0.7059,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,2,2020,269,71,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5022724648,A5022724648,0000-0001-6843-3708,Chan Kwon Jung,"C K JUNG|C. Jung|C. K. JUNG|C. K. Jung|C.-K. Jung|C.K Jung|C.K. Jung|C.‐K. Jung|CHAN KWON JUNG|CHAN-KWON JUNG|Chan Jung|Chan Kwon JUNG|Chan Kwon Jung|Chan Kwon Jung Jung|Chan-Kwan Jung|Chan-Kwon Jung|Chankwon Jung|Chan‐Kwon JUNG|Chan‐Kwon Jung|Jung, CG",https://openalex.org/A5022724648,verified,1.0,provided_openalex_id,I87111246,Catholic University of Korea,Catholic University of Korea,KR,education,421,OpenAlex,10902,52,1984,2026,43,58,100,25.8955,-0.1212,1,3,1,3,0,0,0,0,0,0,0,0,1,1,0,0,1,4,2025,1329,338,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5023482684,A5023482684,0000-0002-6932-8552,Minseok Suh,M O Suh|MInseok Suh|Minseok Suh,https://openalex.org/A5023482684,verified,1.0,provided_openalex_id,I139264467,Seoul National University,Seoul National University,KR,education,94,OpenAlex,880,16,1987,2026,40,37,52,9.3617,0.7619,1,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,2024,336,98,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5023527433,A5023527433,0000-0003-1020-5838,Sung Hak Lee,"LEE, SUNG HAK|Lee, Sung Hak|S. Lee|SUNG HAK LEE|Sung Hak Lee|Sung hak Lee|Sung-Hak Lee",https://openalex.org/A5023527433,verified,1.0,provided_openalex_id,I2818286,LG (United States),LG (United States),US,company,399,OpenAlex,4808,38,1990,2026,37,62,166,12.0501,-0.479,1,20,1,29,1,4,1,1,0,0,0,0,0,0,0,0,1,5,2026,1039,198,OpenAlex,71,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5024506731,A5024506731,0000-0002-2775-3315,Jun Yong Choi,"Choi, JunYong|Choi, Junyong|J Choi|J Y Choi|J. Y. CHOI|J. Y. Choi|J.-Y. Choi|J.-y. Choi|J.Y. Choi|JY Choi|Jun Choi|Jun Y Choi|Jun Y. Choi|Jun Yong Choi|Jun Yong Choi (290863)|Jun Yong choi|Jun Young Choi|Jun yong Choi|Jun-Yong Choi|Jun-yong Choi|JunYong Choi|Junyong Choi|Jun Y. Choi|Jun Yong Choi|Jy Choi|Won Suk Choi",https://openalex.org/A5024506731,verified,1.0,provided_openalex_id,I157485424,Korea Advanced Institute of Science and Technology,Korea Advanced Institute of Science and Technology,KR,education,989,OpenAlex,13088,51,1992,2026,35,105,229,13.2336,-0.3713,1,6,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,4,2025,3064,550,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5026459010,A5026459010,0000-0001-5588-8332,Sung‐Bae Kim,"Kim, Sung-Bae|Kim,Sung-Bae|S.-B. Kim|S.B. Kim|SUNG-BAE KIM|Sung-Bae Kim|Sung-bae Kim|Sung‐Bae Kim",https://openalex.org/A5026459010,verified,1.0,provided_openalex_id,I40542001,University of Ulsan,University of Ulsan,KR,education,716,OpenAlex,43642,74,1974,2026,53,79,217,60.9525,-0.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2025,2925,1088,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5026578909,A5026578909,0000-0002-1202-1808,Junil Kim,J. H. Kim|J. Kim|J.H. Kim|Jung Seop Kim|Junil Kim,https://openalex.org/A5026578909,verified,1.0,provided_openalex_id,I141371507,Soongsil University,Soongsil University,KR,education,92,OpenAlex,1779,24,2003,2026,24,19,42,19.337,-0.3448,1,16,1,120,1,3,0,0,0,0,0,0,1,4,1,4,0,5,2025,333,105,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5027741708,A5027741708,0000-0002-2824-5080,Jaemoon Koh,"J. Koh|Jae-Moon Koh|Jaemoon KOH|Jaemoon Koh|Koh, Jaemoon",https://openalex.org/A5027741708,verified,1.0,provided_openalex_id,I2802835388,Seoul National University Hospital,Seoul National University Hospital,KR,healthcare,213,OpenAlex,3751,34,1997,2026,30,84,133,17.6103,0.3333,1,32,1,19,1,4,1,1,0,0,1,2,1,1,0,0,1,7,2026,493,89,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5028464804,A5028464804,0000-0002-0658-4604,Prakash Gangadaran,"Gangadaran, Prakash|P Gangadaran|P. Gangadaran|Prakash Gangadaran",https://openalex.org/A5028464804,verified,1.0,provided_openalex_id,I31419693,Kyungpook National University,Kyungpook National University,KR,education,161,OpenAlex,5962,40,2011,2026,16,59,95,37.0311,0.1569,1,2,1,4,0,0,0,0,0,0,0,0,0,0,1,1,1,4,2026,409,172,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5028507019,A5028507019,0000-0001-9996-2346,Ik Jun Choi,I Choi|I J Choi|IK JUN CHOI|Ik Choi|Ik Jun Choi|Ik-Jun Choi|Ik-jun Choi|Ik Jun Choi,https://openalex.org/A5028507019,verified,1.0,provided_openalex_id,I4210102816,The Catholic University of Korea Incheon St. Mary's Hospital,The Catholic University of Korea Incheon St. Mary's Hospital,KR,healthcare,110,OpenAlex,1070,16,2000,2025,26,13,48,9.7273,-0.7174,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2022,395,90,OpenAlex,72,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5029278469,A5029278469,0000-0002-3168-5597,In‐Hye Ham,"Ham, In-Hye|I Ham|I. HAM|I. Ham|I.K. Ham|IN-HYE HAM|In-Hye Ham|In-hye Ham|InHye Ham|Inhye Ham|In‐Hye Ham",https://openalex.org/A5029278469,verified,1.0,provided_openalex_id,I57664883,Ajou University,Ajou University,KR,education,156,OpenAlex,2514,30,1995,2025,31,7,56,16.1154,-0.86,1,6,1,14,1,2,0,0,0,0,0,0,0,0,0,0,0,3,2025,306,47,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
A5030577122,A5030577122,0000-0002-2303-2764,Joohyuk Sohn,"J H Sohn|J Sohn|J-H Sohn|J. H. Sohn|J. Sohn|J.H. Sohn|Joo H. Sohn|Joo Hyuk Sohn|Joo Sohn|Joo-Hyuk Sohn|JooHyuk Sohn|Joohyuk Sohn|Joo‐Hyuk Sohn|Ju Hyuk Sohn|Ju Sohn|Kyung Hae Jung|Sohn, J.H.|Sohn, Joo Hyuk",https://openalex.org/A5030577122,verified,1.0,provided_openalex_id,I116631150,Ulsan College,Ulsan College,KR,education,626,OpenAlex,28941,61,1997,2026,30,111,276,46.2316,-0.4714,0,0,1,3,0,0,0,0,0,0,0,0,1,1,1,1,1,4,2026,3135,914,OpenAlex,73,1.0,100.0,20260731T085741Z,1.1.0,1.1,1.1,2026-07-31T08:57:41.782804+00:00,0,0
