researcher_id_a,researcher_id_b,window,joint_publication_count,first_joint_year,latest_joint_year,source,collected_at,run_id
A5017051670,A5103233378,all,1,2021,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5029278469,all,78,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5110208084,all,24,2017,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5103233378,all,23,2006,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5023527433,all,35,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5024506731,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5070011199,all,34,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5100713453,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5042831733,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5056137004,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5114549702,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5100719073,all,41,2019,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5036203067,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5101966875,all,15,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5017735770,A5022724648,all,1,2010,2010,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5018869966,A5058838920,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5018869966,A5052602817,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5018869966,A5101667014,all,2,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5018869966,A5101593845,all,3,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5018869966,A5028507019,all,6,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019811423,A5101905019,all,2,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019811423,A5049355350,all,12,2021,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5044769724,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5045748813,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5042100493,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5052722112,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5044524626,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5100626021,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5055121468,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5101765150,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5030936631,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5058349680,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5019834339,A5036203067,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5020433927,A5038321538,all,10,2018,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5020433927,A5022448366,all,3,2021,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5020433927,A5039165896,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5020433927,A5060670063,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5020433927,A5100380876,all,4,2017,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5020433927,A5043815269,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5020433927,A5031068192,all,13,2017,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022448366,A5100380876,all,2,2021,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022448366,A5031068192,all,6,2021,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022448366,A5038321538,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022448366,A5039165896,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022448366,A5060670063,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022448366,A5043815269,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5060938154,all,7,2019,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5052450087,all,3,2019,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5100719073,all,4,2016,2020,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5058838920,all,8,2010,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5023527433,all,11,2011,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5056078856,all,2,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5069469573,all,3,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5103233378,all,6,2008,2011,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5052602817,all,2,2019,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5030607871,all,1,2021,2021,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5022724648,A5069050806,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5100436321,all,11,2014,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5057036329,all,14,2020,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5067428277,all,3,2021,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5100406800,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5053879044,all,5,2020,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5106557026,all,3,2016,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5056969461,all,1,2020,2020,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023482684,A5110948257,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5100719073,all,64,2014,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5058838920,all,39,2014,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5083630059,all,4,2023,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5024506731,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5110208084,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5029278469,all,35,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5070011199,all,34,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5100713453,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5042831733,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5103233378,all,12,2015,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5056137004,all,4,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5069469573,all,8,2017,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5056078856,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5060938154,all,2,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5052602817,all,3,2015,2018,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5070538830,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5100625452,all,4,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5023527433,A5069564463,all,4,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5110208084,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5029278469,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5070011199,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5100713453,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5042831733,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5103233378,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5056137004,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5100719073,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5024506731,A5109170456,all,3,2011,2012,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026459010,A5030577122,all,63,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026459010,A5109170456,all,12,2015,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026459010,A5038366277,all,38,2007,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026459010,A5101445353,all,40,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026459010,A5069050806,all,98,2005,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026459010,A5049348377,all,94,2010,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026459010,A5059766169,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026578909,A5111700801,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026578909,A5033057281,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026578909,A5101260841,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5026578909,A5104189735,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5052450087,all,14,2014,2018,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5106557026,all,25,2015,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5053879044,all,2,2021,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5110948257,all,13,2020,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5100436321,all,3,2020,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5057036329,all,10,2020,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5059766169,all,2,2015,2017,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5100719073,all,2,2015,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5067428277,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5027741708,A5069050806,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5028464804,A5050317153,all,117,2016,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5028507019,A5058838920,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5028507019,A5052602817,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5028507019,A5101667014,all,3,2021,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5028507019,A5101593845,all,4,2021,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5110208084,all,23,2017,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5070011199,all,34,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5113080525,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5100713453,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5042831733,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5103233378,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5056137004,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5029278469,A5100719073,all,40,2019,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5109170456,all,22,2014,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5038366277,all,92,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5101445353,all,58,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5069050806,all,117,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5049348377,all,120,2012,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5076943605,all,2,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5059766169,all,8,2012,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030577122,A5050948502,all,4,2017,2018,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030607871,A5069050806,all,4,2020,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030607871,A5053879044,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030607871,A5057036329,all,2,2021,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5044769724,all,2,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5045748813,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5042100493,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5052722112,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5044524626,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5100626021,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5055121468,all,3,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5101765150,all,2,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5058349680,all,4,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5036203067,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5101445353,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5030936631,A5071885891,all,2,2010,2011,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031068192,A5100380876,all,21,2012,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031068192,A5038321538,all,24,2016,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031068192,A5039165896,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031068192,A5060670063,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031068192,A5043815269,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031651244,A5102629578,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031651244,A5038741908,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5031651244,A5045212145,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033057281,A5111700801,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033057281,A5101260841,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033057281,A5104189735,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033646196,A5089359189,all,2,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033646196,A5084508227,all,8,2020,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033646196,A5114626485,all,2,2022,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033646196,A5080425676,all,40,2017,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5033646196,A5101984443,all,53,2016,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5101966875,all,26,2018,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5044769724,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5045748813,all,6,2022,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5110118275,all,9,2019,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5042100493,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5052722112,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5044524626,all,7,2020,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5100626021,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5055121468,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5101765150,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5058349680,all,6,2017,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5072381269,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036203067,A5074645251,all,1,2025,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036338381,A5076943605,all,9,2020,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5036338381,A5100723831,all,3,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038321538,A5039165896,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038321538,A5060670063,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038321538,A5100380876,all,4,2018,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038321538,A5043815269,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038366277,A5109170456,all,13,2016,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038366277,A5101445353,all,92,2015,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038366277,A5069050806,all,89,2005,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038366277,A5049348377,all,73,2009,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038366277,A5059766169,all,5,2010,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038366277,A5071885891,all,1,2001,2001,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038666848,A5045410556,all,3,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038666848,A5064908728,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038666848,A5100740580,all,1,2023,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038666848,A5073268857,all,2,2023,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038741908,A5102629578,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5038741908,A5045212145,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5039106930,A5100348070,all,16,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5039106930,A5101638524,all,14,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5039106930,A5101725413,all,2,2023,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5039106930,A5090481007,all,17,2023,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5039165896,A5060670063,all,3,2022,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5039165896,A5100380876,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5039165896,A5043815269,all,4,2017,2023,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5040514663,A5067428277,all,15,2019,2026,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5040514663,A5100771881,all,1,2022,2022,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5040514663,A5057036329,all,10,2019,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5040514663,A5053879044,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5044769724,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5045748813,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5110118275,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5052722112,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5044524626,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5100626021,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5055121468,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5101765150,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5101966875,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042100493,A5058349680,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5110208084,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5070011199,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5113080525,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5112655953,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5100713453,all,2,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5103233378,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5056137004,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5114549702,all,1,2024,2024,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
A5042831733,A5100719073,all,6,2024,2025,OpenAlex,2026-07-31T08:57:41.782804+00:00,20260731T085741Z
